epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2211.19,0.73436,0.48763,0.98967,0.97162,0.95787,0.98663,0.82951,0.64734,0.35796,0.93926,0.000492625,0.000492625,0.000492625
43,2263.49,0.71973,0.47019,0.97505,0.97324,0.96201,0.98718,0.82884,0.65118,0.34997,0.9436,0.00048025,0.00048025,0.00048025
44,2315.81,0.70947,0.45511,0.97223,0.9609,0.95526,0.98263,0.83143,0.64832,0.37187,0.93708,0.000467875,0.000467875,0.000467875
45,2368.16,0.71669,0.48385,0.98901,0.97586,0.95751,0.98693,0.8355,0.63496,0.3506,0.93697,0.0004555,0.0004555,0.0004555
46,2420.51,0.7185,0.47796,0.98764,0.96296,0.95708,0.97945,0.82794,0.65676,0.37071,0.93926,0.000443125,0.000443125,0.000443125
47,2472.97,0.70939,0.46268,0.96786,0.96147,0.9636,0.97484,0.82837,0.63496,0.3662,0.93296,0.00043075,0.00043075,0.00043075
48,2525.22,0.71899,0.45469,0.97955,0.95848,0.97453,0.98127,0.83438,0.64225,0.34506,0.93777,0.000418375,0.000418375,0.000418375
49,2577.43,0.69237,0.43696,0.96731,0.97871,0.95986,0.9839,0.83056,0.63964,0.34426,0.93319,0.000406,0.000406,0.000406
50,2629.68,0.69518,0.45005,0.97597,0.95808,0.95079,0.97633,0.82925,0.64323,0.37274,0.93291,0.000393625,0.000393625,0.000393625
51,2682.03,0.69849,0.43734,0.96684,0.97007,0.962,0.982,0.82914,0.65562,0.35745,0.9357,0.00038125,0.00038125,0.00038125
52,2734.47,0.69469,0.43509,0.96873,0.97598,0.96184,0.98341,0.8341,0.62905,0.33573,0.9279,0.000368875,0.000368875,0.000368875
53,2786.67,0.67868,0.43369,0.95647,0.97222,0.95603,0.9765,0.83148,0.6299,0.34357,0.92685,0.0003565,0.0003565,0.0003565
54,2838.9,0.6805,0.43334,0.96625,0.97704,0.9669,0.98488,0.8372,0.6267,0.32663,0.92349,0.000344125,0.000344125,0.000344125
55,2891.11,0.68277,0.42807,0.97092,0.97353,0.96218,0.98256,0.83611,0.62452,0.33034,0.92424,0.00033175,0.00033175,0.00033175
56,2943.37,0.68917,0.43579,0.96155,0.97504,0.96905,0.98586,0.83999,0.63201,0.33045,0.92999,0.000319375,0.000319375,0.000319375
57,2996.07,0.66816,0.42542,0.96539,0.97507,0.9733,0.98816,0.84216,0.63015,0.32352,0.92818,0.000307,0.000307,0.000307
58,3048.73,0.66804,0.42252,0.96256,0.97308,0.97057,0.98311,0.83708,0.62904,0.32794,0.92913,0.000294625,0.000294625,0.000294625
59,3101.07,0.67543,0.41974,0.96093,0.97859,0.97253,0.98432,0.83769,0.63108,0.31926,0.92643,0.00028225,0.00028225,0.00028225
60,3153.3,0.64534,0.39706,0.94812,0.97835,0.9692,0.98745,0.84355,0.61888,0.31628,0.92643,0.000269875,0.000269875,0.000269875
61,3205.6,0.6723,0.40319,0.95183,0.97151,0.95076,0.98623,0.83555,0.63327,0.33837,0.9299,0.0002575,0.0002575,0.0002575
62,3257.85,0.64587,0.40763,0.94856,0.9807,0.97038,0.98984,0.84479,0.62516,0.31226,0.92646,0.000245125,0.000245125,0.000245125
63,3310.17,0.65605,0.38919,0.95634,0.9806,0.97111,0.98949,0.84804,0.61302,0.30586,0.91945,0.00023275,0.00023275,0.00023275
64,3362.45,0.65783,0.40097,0.95227,0.97903,0.97635,0.98764,0.84517,0.61704,0.30592,0.92061,0.000220375,0.000220375,0.000220375
65,3414.55,0.63043,0.38835,0.9502,0.96599,0.96887,0.98325,0.84107,0.61559,0.32138,0.92082,0.000208,0.000208,0.000208
66,3466.58,0.65209,0.3879,0.94214,0.97892,0.9734,0.98852,0.84837,0.61204,0.30551,0.92128,0.000195625,0.000195625,0.000195625
67,3518.93,0.63736,0.38275,0.9427,0.97677,0.97046,0.98843,0.84841,0.61408,0.30772,0.91994,0.00018325,0.00018325,0.00018325
68,3571.24,0.62443,0.38179,0.94192,0.97196,0.9746,0.9883,0.85124,0.60998,0.30735,0.92139,0.000170875,0.000170875,0.000170875
69,3623.54,0.61865,0.36804,0.93466,0.98218,0.96901,0.98704,0.85136,0.60621,0.30616,0.9176,0.0001585,0.0001585,0.0001585
70,3676.02,0.63832,0.37761,0.94338,0.97611,0.97432,0.9882,0.85188,0.60942,0.3036,0.91766,0.000146125,0.000146125,0.000146125
71,3728.48,0.56744,0.30169,0.91062,0.98026,0.97699,0.98835,0.85061,0.61484,0.30046,0.92066,0.00013375,0.00013375,0.00013375
72,3780.53,0.56935,0.30147,0.91627,0.9759,0.97097,0.9866,0.84742,0.61578,0.31284,0.91849,0.000121375,0.000121375,0.000121375
73,3832.45,0.56381,0.29969,0.90938,0.98148,0.96661,0.98222,0.84657,0.60906,0.30867,0.91534,0.000109,0.000109,0.000109
74,3884.42,0.5534,0.28714,0.90483,0.98163,0.97025,0.98223,0.84751,0.60813,0.30259,0.91617,9.6625e-05,9.6625e-05,9.6625e-05
75,3936.42,0.54837,0.29203,0.90204,0.9814,0.96449,0.9837,0.84735,0.61426,0.30408,0.91833,8.425e-05,8.425e-05,8.425e-05
76,3988.36,0.55196,0.29446,0.9047,0.97837,0.96974,0.98416,0.85062,0.59943,0.30009,0.91567,7.1875e-05,7.1875e-05,7.1875e-05
77,4040.24,0.54138,0.28484,0.9008,0.97481,0.97378,0.98383,0.84954,0.60519,0.30109,0.91564,5.95e-05,5.95e-05,5.95e-05
78,4092.07,0.53898,0.28129,0.89812,0.97996,0.97002,0.98417,0.84778,0.60808,0.29837,0.91618,4.7125e-05,4.7125e-05,4.7125e-05
79,4144.02,0.53998,0.27879,0.9001,0.97925,0.96455,0.98637,0.85205,0.60389,0.30054,0.9145,3.475e-05,3.475e-05,3.475e-05
80,4195.83,0.53128,0.28099,0.89506,0.97432,0.97108,0.98559,0.85231,0.59899,0.30079,0.91383,2.2375e-05,2.2375e-05,2.2375e-05
