epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,16807,1.10635,0.78341,0.92904,0.93743,0.90973,0.96012,0.70197,0.92689,0.50776,0.85369,0.000396265,0.000396265,0.000396265
43,17206.3,1.1027,0.77445,0.92258,0.94245,0.91706,0.96219,0.69569,0.96196,0.50797,0.86459,0.000389661,0.000389661,0.000389661
44,17605.2,1.09274,0.768,0.92259,0.94606,0.91577,0.96668,0.70144,0.94314,0.51276,0.86093,0.000383058,0.000383058,0.000383058
45,18003.7,1.0719,0.74203,0.9164,0.9528,0.92294,0.96998,0.74038,0.81723,0.47379,0.8344,0.000376455,0.000376455,0.000376455
46,18402.9,1.07984,0.75175,0.91921,0.94258,0.92014,0.96554,0.71655,0.90953,0.49372,0.85143,0.000369851,0.000369851,0.000369851
47,18802,1.06388,0.73848,0.91456,0.94611,0.9147,0.96436,0.71736,0.89713,0.49571,0.85087,0.000363248,0.000363248,0.000363248
48,19200.7,1.07246,0.74145,0.91458,0.94992,0.92424,0.96558,0.71902,0.87646,0.47117,0.84174,0.000356645,0.000356645,0.000356645
49,19599.8,1.06476,0.73367,0.9127,0.94683,0.92407,0.9617,0.69952,0.95992,0.48204,0.85899,0.000350042,0.000350042,0.000350042
50,19999,1.0572,0.72649,0.9121,0.95362,0.92098,0.96988,0.73734,0.83129,0.46212,0.83747,0.000343438,0.000343438,0.000343438
51,20397.6,1.05331,0.72701,0.91307,0.95037,0.92516,0.9666,0.71577,0.91038,0.4788,0.8501,0.000336835,0.000336835,0.000336835
52,20796.5,1.0551,0.71845,0.9132,0.95514,0.92667,0.9688,0.72579,0.87949,0.46544,0.8436,0.000330232,0.000330232,0.000330232
53,21195.2,1.04523,0.70622,0.91278,0.95722,0.92518,0.96984,0.74097,0.8318,0.45283,0.83641,0.000323628,0.000323628,0.000323628
54,21594.1,1.04756,0.71426,0.90701,0.95584,0.92708,0.97055,0.75054,0.77999,0.4491,0.82857,0.000317025,0.000317025,0.000317025
55,21993.1,1.03735,0.69926,0.9066,0.95593,0.92999,0.97169,0.74949,0.79686,0.4465,0.83169,0.000310422,0.000310422,0.000310422
56,22392.1,1.03303,0.69507,0.90484,0.95427,0.93094,0.97094,0.74978,0.80175,0.44743,0.83039,0.000303818,0.000303818,0.000303818
57,22790.8,1.04212,0.70547,0.90806,0.95805,0.93092,0.97079,0.73705,0.85369,0.44829,0.83709,0.000297215,0.000297215,0.000297215
58,23189.8,1.03968,0.69847,0.9081,0.95568,0.93164,0.96876,0.73038,0.87012,0.44561,0.84315,0.000290612,0.000290612,0.000290612
59,23588.7,1.01522,0.67719,0.90359,0.96083,0.93164,0.97278,0.75547,0.79192,0.43086,0.82839,0.000284009,0.000284009,0.000284009
