epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,1998.21,0.60599,0.34839,0.8849,0.98288,0.9685,0.98427,0.84239,0.62118,0.31724,0.88923,0.0003268,0.0003268,0.0003268
70,2027.08,0.58206,0.33921,0.88081,0.98209,0.96448,0.98254,0.84123,0.62172,0.31963,0.8854,0.0003169,0.0003169,0.0003169
71,2055.98,0.58124,0.3363,0.87607,0.97883,0.95745,0.98552,0.84311,0.61706,0.32416,0.88059,0.000307,0.000307,0.000307
72,2084.82,0.58219,0.33945,0.87935,0.97569,0.97599,0.98682,0.84379,0.62453,0.30129,0.88767,0.0002971,0.0002971,0.0002971
73,2113.7,0.57251,0.33405,0.88131,0.97467,0.96739,0.98598,0.84385,0.62523,0.3127,0.88725,0.0002872,0.0002872,0.0002872
74,2142.56,0.56766,0.33479,0.87695,0.98685,0.96745,0.98893,0.85095,0.61286,0.30551,0.88577,0.0002773,0.0002773,0.0002773
75,2171.49,0.57462,0.33581,0.87783,0.98189,0.9709,0.98864,0.84591,0.62314,0.30798,0.88959,0.0002674,0.0002674,0.0002674
76,2200.33,0.56697,0.33027,0.87872,0.97735,0.96605,0.98423,0.83849,0.61678,0.31624,0.88539,0.0002575,0.0002575,0.0002575
77,2229.17,0.5604,0.32271,0.86985,0.98259,0.97006,0.98733,0.83962,0.61642,0.30471,0.88168,0.0002476,0.0002476,0.0002476
78,2258.02,0.55479,0.31633,0.87291,0.98297,0.96928,0.98705,0.8393,0.62618,0.3063,0.88678,0.0002377,0.0002377,0.0002377
79,2286.86,0.56117,0.31778,0.8718,0.98005,0.96735,0.98285,0.83798,0.61982,0.31122,0.88581,0.0002278,0.0002278,0.0002278
80,2315.73,0.55404,0.32165,0.87045,0.98193,0.96697,0.98377,0.84201,0.6151,0.30464,0.88429,0.0002179,0.0002179,0.0002179
